Against,Beneficiary,Date,Ref_Crew,Total_Count,Total_Yards,Off_Count,Off_Yards,Def_Count,Def_Yards,ST_Count,ST_Yards,Pre-Snap,Off_Pre-Snap,Def_Pre-Snap,ST_Pre-Snap,Declined,Offsetting,Week,Year
Houston,Tennessee,09/15/2013,Jeff Triplette,5,40,2,15,2,15,1,10,1,1,0,0,1,0,2,2013
Tennessee,Houston,09/15/2013,Jeff Triplette,9,70,7,50,1,15,1,5,3,2,0,1,1,0,2,2013
Indianapolis,Miami,09/15/2013,Clete Blakeman,3,13,1,5,0,0,2,8,1,1,0,0,1,0,2,2013
Kansas City,Dallas,09/15/2013,Jerome Boger,10,45,5,25,2,10,3,10,7,5,0,2,3,0,2,2013
Dallas,Kansas City,09/15/2013,Jerome Boger,5,27,4,21,1,6,0,0,3,3,0,0,0,0,2,2013
Philadelphia,San Diego,09/15/2013,Terry McAulay,9,82,4,30,4,47,1,5,3,2,0,1,2,0,2,2013
San Diego,Philadelphia,09/15/2013,Terry McAulay,4,32,2,15,0,0,2,17,1,1,0,0,0,0,2,2013
Detroit,Arizona,09/15/2013,Pete Morelli,8,101,1,5,5,84,2,12,2,1,1,0,0,0,2,2013
Arizona,Detroit,09/15/2013,Pete Morelli,7,40,4,25,2,10,1,5,4,3,1,0,0,0,2,2013
Tampa Bay,New Orleans,09/15/2013,Bill Leavy,10,118,4,20,5,97,1,1,5,4,0,1,1,0,2,2013
New Orleans,Tampa Bay,09/15/2013,Bill Leavy,5,35,3,25,1,5,1,5,2,1,0,1,0,0,2,2013
Denver,N.Y. Giants,09/15/2013,Gene Steratore,13,132,2,15,10,110,1,7,0,0,0,0,0,0,2,2013
N.Y. Giants,Denver,09/15/2013,Gene Steratore,4,16,1,6,2,10,1,0,2,0,2,0,1,0,2,2013
Oakland,Jacksonville,09/15/2013,Walt Anderson,5,30,2,10,2,10,1,10,4,2,2,0,2,0,2,2013
Jacksonville,Oakland,09/15/2013,Walt Anderson,10,70,6,35,2,20,2,15,6,5,0,1,1,0,2,2013
Seattle,San Francisco,09/15/2013,John Parry,10,84,9,79,1,5,0,0,3,3,0,0,1,0,2,2013
San Francisco,Seattle,09/15/2013,John Parry,12,121,6,40,4,71,2,10,3,3,0,0,0,0,2,2013
Cincinnati,Pittsburgh,09/16/2013,Mike Carey,9,84,4,30,2,29,3,25,4,2,1,1,0,0,2,2013
Pittsburgh,Cincinnati,09/16/2013,Mike Carey,3,29,1,10,2,19,0,0,1,0,1,0,1,0,2,2013
Kansas City,Philadelphia,09/19/2013,Walt Anderson,9,65,7,45,2,20,0,0,5,5,0,0,1,0,3,2013
Philadelphia,Kansas City,09/19/2013,Walt Anderson,6,45,5,30,0,0,1,15,4,4,0,0,1,0,3,2013
Houston,Baltimore,09/22/2013,John Parry,14,113,4,25,10,88,0,0,9,3,6,0,2,0,3,2013
Baltimore,Houston,09/22/2013,John Parry,10,87,4,45,2,10,4,32,3,1,1,1,0,0,3,2013
Green Bay,Cincinnati,09/22/2013,Clete Blakeman,4,55,1,10,2,30,1,15,0,0,0,0,1,0,3,2013
Cincinnati,Green Bay,09/22/2013,Clete Blakeman,5,43,0,0,4,40,1,3,0,0,0,0,2,0,3,2013
St. Louis,Dallas,09/22/2013,Carl Cheffers,5,41,1,9,1,6,3,26,0,0,0,0,2,1,3,2013
Dallas,St. Louis,09/22/2013,Carl Cheffers,6,72,2,25,3,37,1,10,0,0,0,0,1,1,3,2013
Atlanta,Miami,09/22/2013,Ron Winter,7,59,4,29,0,0,3,30,2,2,0,0,0,0,3,2013
Miami,Atlanta,09/22/2013,Ron Winter,2,13,1,10,1,3,0,0,0,0,0,0,0,0,3,2013
Minnesota,Cleveland,09/22/2013,Bill Leavy,4,35,1,15,2,10,1,10,1,0,1,0,0,0,3,2013
Cleveland,Minnesota,09/22/2013,Bill Leavy,5,47,3,22,1,15,1,10,2,2,0,0,0,0,3,2013
N.Y. Jets,Buffalo,09/22/2013,Scott Green,20,168,11,90,9,78,0,0,9,5,4,0,1,1,3,2013
Buffalo,N.Y. Jets,09/22/2013,Scott Green,7,87,2,20,5,67,0,0,2,0,2,0,1,1,3,2013
Tampa Bay,New England,09/22/2013,Jeff Triplette,4,48,2,15,2,33,0,0,1,1,0,0,0,0,3,2013
New England,Tampa Bay,09/22/2013,Jeff Triplette,6,50,2,10,3,30,1,10,4,2,2,0,3,0,3,2013
New Orleans,Arizona,09/22/2013,Walt Coleman,4,30,0,0,2,10,2,20,1,0,1,0,2,0,3,2013
Arizona,New Orleans,09/22/2013,Walt Coleman,3,18,1,5,2,13,0,0,2,1,1,0,1,0,3,2013
Tennessee,San Diego,09/22/2013,Tony Corrente,11,116,3,25,4,62,4,29,1,1,0,0,0,1,3,2013
San Diego,Tennessee,09/22/2013,Tony Corrente,5,45,4,45,0,0,1,0,0,0,0,0,1,1,3,2013
Washington,Detroit,09/22/2013,Ed Hochuli,6,45,4,25,2,20,0,0,3,3,0,0,1,0,3,2013
Detroit,Washington,09/22/2013,Ed Hochuli,8,71,0,0,5,54,3,17,3,0,1,2,1,0,3,2013
N.Y. Giants,Carolina,09/22/2013,Mike Carey,6,45,3,25,1,5,2,15,3,1,1,1,2,0,3,2013
Carolina,N.Y. Giants,09/22/2013,Mike Carey,4,32,2,20,2,12,0,0,1,1,0,0,0,0,3,2013
San Francisco,Indianapolis,09/22/2013,Terry McAulay,6,48,1,5,5,43,0,0,1,1,0,0,0,0,3,2013
Indianapolis,San Francisco,09/22/2013,Terry McAulay,1,10,1,10,0,0,0,0,0,0,0,0,0,0,3,2013
Seattle,Jacksonville,09/22/2013,Bill Vinovich,4,24,2,15,2,9,0,0,2,1,1,0,1,0,3,2013
Jacksonville,Seattle,09/22/2013,Bill Vinovich,4,45,0,0,2,30,2,15,2,0,1,1,0,0,3,2013
Pittsburgh,Chicago,09/22/2013,Pete Morelli,6,59,2,25,2,9,2,25,0,0,0,0,0,0,3,2013
Chicago,Pittsburgh,09/22/2013,Pete Morelli,3,25,1,5,0,0,2,20,1,1,0,0,1,0,3,2013
Denver,Oakland,09/23/2013,Jerome Boger,5,40,4,30,0,0,1,10,2,2,0,0,0,0,3,2013
Oakland,Denver,09/23/2013,Jerome Boger,8,77,5,43,3,34,0,0,2,1,1,0,1,0,3,2013
St. Louis,San Francisco,09/26/2013,Jeff Triplette,8,82,2,10,4,52,2,20,3,2,1,0,1,0,4,2013
San Francisco,St. Louis,09/26/2013,Jeff Triplette,10,85,4,39,3,26,3,20,3,1,1,1,2,0,4,2013
Baltimore,Buffalo,09/29/2013,Jerome Boger,8,59,5,33,3,26,0,0,4,3,1,0,2,0,4,2013
Buffalo,Baltimore,09/29/2013,Jerome Boger,11,99,5,52,4,37,2,10,4,0,2,2,0,0,4,2013
Cleveland,Cincinnati,09/29/2013,Ron Winter,5,80,2,20,3,60,0,0,1,1,0,0,2,0,4,2013
Cincinnati,Cleveland,09/29/2013,Ron Winter,3,25,2,20,1,5,0,0,1,0,1,0,1,0,4,2013
Detroit,Chicago,09/29/2013,Mike Carey,3,25,0,0,2,10,1,15,1,0,1,0,0,0,4,2013
Chicago,Detroit,09/29/2013,Mike Carey,4,30,3,25,1,5,0,0,2,1,1,0,0,0,4,2013
Houston,Seattle,09/29/2013,Tony Corrente,6,86,0,0,4,68,2,18,1,0,1,0,1,0,4,2013
Seattle,Houston,09/29/2013,Tony Corrente,9,62,5,27,3,34,1,1,4,3,1,0,1,0,4,2013
Jacksonville,Indianapolis,09/29/2013,John Parry,9,65,2,20,5,35,2,10,6,1,3,2,1,0,4,2013
Indianapolis,Jacksonville,09/29/2013,John Parry,7,58,2,20,4,28,1,10,0,0,0,0,0,0,4,2013
N.Y. Giants,Kansas City,09/29/2013,Terry McAulay,7,65,4,36,1,16,2,13,2,1,0,1,0,0,4,2013
Kansas City,N.Y. Giants,09/29/2013,Terry McAulay,7,62,5,50,0,0,2,12,1,1,0,0,0,0,4,2013
Pittsburgh,Minnesota,09/29/2013,Clete Blakeman,4,50,1,10,2,30,1,10,0,0,0,0,0,0,4,2013
Minnesota,Pittsburgh,09/29/2013,Clete Blakeman,5,89,1,10,3,78,1,1,0,0,0,0,0,0,4,2013
Arizona,Tampa Bay,09/29/2013,Gene Steratore,10,90,6,40,4,50,0,0,5,4,1,0,1,0,4,2013
Tampa Bay,Arizona,09/29/2013,Gene Steratore,8,73,3,25,2,23,3,25,3,2,0,1,0,0,4,2013
N.Y. Jets,Tennessee,09/29/2013,Walt Anderson,10,66,6,31,2,20,2,15,5,5,0,0,2,0,4,2013
Tennessee,N.Y. Jets,09/29/2013,Walt Anderson,4,30,1,10,1,5,2,15,1,0,1,0,0,0,4,2013
Philadelphia,Denver,09/29/2013,Pete Morelli,8,62,3,25,5,37,0,0,4,1,3,0,0,0,4,2013
Denver,Philadelphia,09/29/2013,Pete Morelli,2,25,1,15,0,0,1,10,0,0,0,0,1,0,4,2013
Washington,Oakland,09/29/2013,Bill Leavy,3,29,2,24,0,0,1,5,1,0,0,1,0,0,4,2013
Oakland,Washington,09/29/2013,Bill Leavy,4,25,2,15,2,10,0,0,3,1,2,0,1,0,4,2013
San Diego,Dallas,09/29/2013,Ed Hochuli,7,85,2,10,3,55,2,20,2,2,0,0,1,0,4,2013
Dallas,San Diego,09/29/2013,Ed Hochuli,5,33,3,25,2,8,0,0,2,1,1,0,2,0,4,2013
Atlanta,New England,09/29/2013,Walt Coleman,6,55,3,30,3,25,0,0,1,0,1,0,1,0,4,2013
New England,Atlanta,09/29/2013,Walt Coleman,9,93,5,30,3,58,1,5,5,4,0,1,1,0,4,2013
Miami,New Orleans,09/30/2013,Bill Vinovich,5,25,1,5,2,10,2,10,4,1,2,1,0,0,4,2013
New Orleans,Miami,09/30/2013,Bill Vinovich,6,45,5,40,1,5,0,0,2,2,0,0,0,0,4,2013
Cleveland,Buffalo,10/03/2013,Pete Morelli,6,66,3,30,2,36,1,0,2,1,0,1,1,0,5,2013
Buffalo,Cleveland,10/03/2013,Pete Morelli,7,56,2,30,4,21,1,5,3,0,2,1,0,0,5,2013
New Orleans,Chicago,10/06/2013,Scott Green,2,10,2,10,0,0,0,0,2,2,0,0,1,0,5,2013
Chicago,New Orleans,10/06/2013,Scott Green,6,43,1,5,3,25,2,13,2,0,2,0,1,0,5,2013
Cincinnati,New England,10/06/2013,Gene Steratore,7,59,1,4,4,40,2,15,3,1,2,0,1,0,5,2013
Green Bay,Detroit,10/06/2013,Jerome Boger,10,72,5,35,2,18,3,19,4,3,0,1,1,0,5,2013
Detroit,Green Bay,10/06/2013,Jerome Boger,7,50,2,15,3,20,2,15,3,1,1,1,2,0,5,2013
Seattle,Indianapolis,10/06/2013,Ron Winter,7,85,4,25,3,60,0,0,3,2,1,0,1,0,5,2013
Indianapolis,Seattle,10/06/2013,Ron Winter,3,35,1,10,0,0,2,25,0,0,0,0,1,0,5,2013
Miami,Baltimore,10/06/2013,Carl Cheffers,4,65,1,5,3,60,0,0,2,1,1,0,2,0,5,2013
Baltimore,Miami,10/06/2013,Carl Cheffers,6,64,2,19,1,5,3,40,0,0,0,0,0,0,5,2013
Philadelphia,N.Y. Giants,10/06/2013,Walt Coleman,8,88,4,26,1,32,3,30,4,3,0,1,3,0,5,2013
N.Y. Giants,Philadelphia,10/06/2013,Walt Coleman,12,136,6,54,6,82,0,0,3,2,1,0,0,0,5,2013
St. Louis,Jacksonville,10/06/2013,Tony Corrente,6,53,0,0,0,0,6,53,2,0,0,2,0,0,5,2013
Jacksonville,St. Louis,10/06/2013,Tony Corrente,4,45,0,0,2,36,2,9,1,0,0,1,0,0,5,2013
Tennessee,Kansas City,10/06/2013,Bill Vinovich,6,35,1,5,4,25,1,5,3,1,1,1,0,0,5,2013
Kansas City,Tennessee,10/06/2013,Bill Vinovich,9,61,4,25,3,18,2,18,3,3,0,0,0,0,5,2013
Carolina,Arizona,10/06/2013,John Parry,9,79,2,15,4,39,3,25,1,0,0,1,2,0,5,2013
Arizona,Carolina,10/06/2013,John Parry,3,30,2,15,1,15,0,0,1,1,0,0,0,0,5,2013
Denver,Dallas,10/06/2013,Terry McAulay,5,55,4,35,1,20,0,0,1,1,0,0,2,0,5,2013
Dallas,Denver,10/06/2013,Terry McAulay,9,81,2,11,6,60,1,10,3,1,2,0,1,0,5,2013
Oakland,San Diego,10/06/2013,Jeff Triplette,8,85,4,25,3,45,1,15,2,2,0,0,3,0,5,2013
San Diego,Oakland,10/06/2013,Jeff Triplette,5,30,4,25,1,5,0,0,3,3,0,0,2,0,5,2013
Houston,San Francisco,10/06/2013,Mike Carey,7,52,5,38,1,5,1,9,2,2,0,0,1,0,5,2013
San Francisco,Houston,10/06/2013,Mike Carey,3,17,0,0,2,12,1,5,2,0,1,1,0,0,5,2013
N.Y. Jets,Atlanta,10/07/2013,Bill Leavy,6,24,2,10,4,14,0,0,3,2,1,0,1,0,5,2013
Atlanta,N.Y. Jets,10/07/2013,Bill Leavy,4,46,3,31,0,0,1,15,0,0,0,0,0,0,5,2013
Chicago,N.Y. Giants,10/10/2013,John Parry,5,51,2,21,1,15,2,15,1,0,0,1,1,0,6,2013
N.Y. Giants,Chicago,10/10/2013,John Parry,4,31,1,5,3,26,0,0,2,1,1,0,1,0,6,2013
Baltimore,Green Bay,10/13/2013,Gene Steratore,6,40,6,40,0,0,0,0,4,4,0,0,1,0,6,2013
Green Bay,Baltimore,10/13/2013,Gene Steratore,8,55,5,41,3,14,0,0,2,1,1,0,0,0,6,2013
Cincinnati,Buffalo,10/13/2013,Ed Hochuli,8,78,3,20,3,38,2,20,2,2,0,0,1,0,6,2013
Buffalo,Cincinnati,10/13/2013,Ed Hochuli,4,27,1,3,3,24,0,0,1,1,0,0,0,0,6,2013
Cleveland,Detroit,10/13/2013,Walt Coleman,9,87,4,25,3,37,2,25,3,3,0,0,1,0,6,2013
Detroit,Cleveland,10/13/2013,Walt Coleman,8,65,2,10,4,35,2,20,5,2,3,0,0,0,6,2013
Houston,St. Louis,10/13/2013,Bill Leavy,7,95,3,30,4,65,0,0,3,1,2,0,1,0,6,2013
St. Louis,Houston,10/13/2013,Bill Leavy,9,74,3,14,6,60,0,0,5,3,2,0,0,0,6,2013
Oakland,Kansas City,10/13/2013,Mike Carey,11,68,8,44,2,19,1,5,6,6,0,0,2,0,6,2013
Kansas City,Oakland,10/13/2013,Mike Carey,4,20,2,10,1,5,1,5,4,2,1,1,0,0,6,2013
Carolina,Minnesota,10/13/2013,Ron Winter,6,40,3,25,2,10,1,5,3,1,1,1,1,0,6,2013
Minnesota,Carolina,10/13/2013,Ron Winter,5,55,1,5,3,35,1,15,1,1,0,0,1,0,6,2013
Pittsburgh,N.Y. Jets,10/13/2013,Terry McAulay,7,49,5,34,0,0,2,15,3,2,0,1,1,0,6,2013
N.Y. Jets,Pittsburgh,10/13/2013,Terry McAulay,5,60,1,10,2,40,2,10,2,0,0,2,0,0,6,2013
Tampa Bay,Philadelphia,10/13/2013,Clete Blakeman,8,72,7,67,1,5,0,0,2,1,1,0,1,0,6,2013
Philadelphia,Tampa Bay,10/13/2013,Clete Blakeman,3,31,2,15,1,16,0,0,1,1,0,0,0,0,6,2013
Denver,Jacksonville,10/13/2013,Jeff Triplette,4,31,2,15,1,6,1,10,1,0,1,0,0,0,6,2013
Jacksonville,Denver,10/13/2013,Jeff Triplette,7,62,3,21,4,41,0,0,2,2,0,0,0,0,6,2013
Seattle,Tennessee,10/13/2013,Carl Cheffers,6,65,4,35,2,30,0,0,2,2,0,0,0,0,6,2013
Tennessee,Seattle,10/13/2013,Carl Cheffers,7,44,3,20,3,19,1,5,4,2,1,1,0,0,6,2013
New Orleans,New England,10/13/2013,Tony Corrente,7,56,3,25,4,31,0,0,2,1,1,0,0,1,6,2013
New England,New Orleans,10/13/2013,Tony Corrente,4,33,2,20,0,0,2,13,1,0,0,1,1,1,6,2013
San Francisco,Arizona,10/13/2013,Scott Green,4,35,2,20,1,5,1,10,2,1,1,0,0,2,6,2013
Arizona,San Francisco,10/13/2013,Scott Green,6,38,3,15,2,20,1,3,3,2,1,0,1,1,6,2013
Washington,Dallas,10/13/2013,Walt Anderson,12,104,4,35,3,24,5,45,3,1,0,2,0,0,6,2013
Dallas,Washington,10/13/2013,Walt Anderson,7,80,2,20,4,50,1,10,0,0,0,0,1,0,6,2013
San Diego,Indianapolis,10/14/2013,Pete Morelli,5,25,3,15,1,5,1,5,5,3,1,1,0,0,6,2013
Indianapolis,San Diego,10/14/2013,Pete Morelli,5,28,1,4,3,15,1,9,1,0,1,0,1,0,6,2013
Arizona,Seattle,10/17/2013,Terry McAulay,3,22,0,0,2,17,1,5,2,0,1,1,1,1,7,2013
Seattle,Arizona,10/17/2013,Terry McAulay,10,70,5,30,4,30,1,10,5,4,1,0,0,1,7,2013
Tampa Bay,Atlanta,10/20/2013,Walt Anderson,11,103,8,72,3,31,0,0,4,3,1,0,2,0,7,2013
Atlanta,Tampa Bay,10/20/2013,Walt Anderson,9,101,3,24,5,72,1,5,2,1,0,1,1,0,7,2013
St. Louis,Carolina,10/20/2013,Bill Vinovich,8,68,4,38,4,30,0,0,1,0,1,0,1,0,7,2013
Carolina,St. Louis,10/20/2013,Bill Vinovich,7,59,3,25,3,24,1,10,3,2,1,0,0,0,7,2013
Detroit,Cincinnati,10/20/2013,Scott Green,4,30,2,20,2,10,0,0,2,0,2,0,2,0,7,2013
Cincinnati,Detroit,10/20/2013,Scott Green,6,50,6,50,0,0,0,0,3,3,0,0,1,0,7,2013
Cleveland,Green Bay,10/20/2013,Jeff Triplette,12,106,3,15,5,61,4,30,4,3,1,0,0,0,7,2013
Green Bay,Cleveland,10/20/2013,Jeff Triplette,10,97,4,30,3,32,3,35,2,1,1,0,0,0,7,2013
Jacksonville,San Diego,10/20/2013,Walt Coleman,6,45,3,30,3,15,0,0,1,1,0,0,1,0,7,2013
San Diego,Jacksonville,10/20/2013,Walt Coleman,8,61,6,49,1,7,1,5,4,3,0,1,0,0,7,2013
Kansas City,Houston,10/20/2013,Ed Hochuli,5,24,3,11,1,5,1,8,4,3,1,0,1,0,7,2013
Houston,Kansas City,10/20/2013,Ed Hochuli,4,40,2,15,2,25,0,0,1,1,0,0,1,0,7,2013
Miami,Buffalo,10/20/2013,Gene Steratore,4,32,1,5,1,15,2,12,1,1,0,0,1,0,7,2013
Buffalo,Miami,10/20/2013,Gene Steratore,6,53,2,13,2,20,2,20,1,1,0,0,0,0,7,2013
N.Y. Jets,New England,10/20/2013,Jerome Boger,9,45,3,20,6,25,0,0,7,2,5,0,2,0,7,2013
New England,N.Y. Jets,10/20/2013,Jerome Boger,7,100,2,20,2,45,3,35,0,0,0,0,0,0,7,2013
Philadelphia,Dallas,10/20/2013,John Parry,5,33,2,20,3,13,0,0,1,0,1,0,1,0,7,2013
Dallas,Philadelphia,10/20/2013,John Parry,12,75,4,20,5,25,3,30,7,4,3,0,2,0,7,2013
Washington,Chicago,10/20/2013,Clete Blakeman,5,47,2,10,3,37,0,0,1,1,0,0,0,0,7,2013
Chicago,Washington,10/20/2013,Clete Blakeman,5,30,1,5,2,10,2,15,1,1,0,0,0,0,7,2013
Tennessee,San Francisco,10/20/2013,Ron Winter,10,100,6,55,2,30,2,15,2,2,0,0,2,0,7,2013
San Francisco,Tennessee,10/20/2013,Ron Winter,5,42,2,10,1,21,2,11,2,2,0,0,2,0,7,2013
Pittsburgh,Baltimore,10/20/2013,Bill Leavy,7,50,4,35,3,15,0,0,4,2,2,0,0,0,7,2013
Baltimore,Pittsburgh,10/20/2013,Bill Leavy,9,67,3,20,3,32,3,15,4,2,0,2,2,0,7,2013
Denver,Indianapolis,10/20/2013,Carl Cheffers,12,103,4,23,4,39,4,41,4,2,1,1,5,1,7,2013
Indianapolis,Denver,10/20/2013,Carl Cheffers,6,52,1,5,2,27,3,20,3,1,0,2,0,1,7,2013
N.Y. Giants,Minnesota,10/21/2013,Tony Corrente,5,72,0,0,3,42,2,30,1,0,1,0,2,0,7,2013
Minnesota,N.Y. Giants,10/21/2013,Tony Corrente,3,38,1,5,1,23,1,10,1,1,0,0,0,0,7,2013
Carolina,Tampa Bay,10/24/2013,Jerome Boger,6,59,2,20,3,25,1,14,2,1,1,0,0,0,8,2013
Tampa Bay,Carolina,10/24/2013,Jerome Boger,3,21,1,10,1,3,1,8,0,0,0,0,1,0,8,2013
Detroit,Dallas,10/27/2013,Bill Vinovich,8,61,5,45,3,16,0,0,4,3,1,0,0,0,8,2013
Dallas,Detroit,10/27/2013,Bill Vinovich,2,31,0,0,1,21,1,10,0,0,0,0,1,0,8,2013
San Francisco,Jacksonville,10/27/2013,Ed Hochuli,4,35,1,10,3,25,0,0,1,0,1,0,0,0,8,2013
Jacksonville,San Francisco,10/27/2013,Ed Hochuli,6,76,3,25,2,46,1,5,2,1,0,1,0,0,8,2013
Cleveland,Kansas City,10/27/2013,Clete Blakeman,9,70,4,30,2,20,3,20,3,2,0,1,2,0,8,2013
Kansas City,Cleveland,10/27/2013,Clete Blakeman,5,31,2,15,1,5,2,11,2,1,1,0,0,0,8,2013
Miami,New England,10/27/2013,Walt Anderson,7,61,1,5,5,46,1,10,2,1,1,0,0,0,8,2013
New England,Miami,10/27/2013,Walt Anderson,5,35,2,15,0,0,3,20,1,1,0,0,0,0,8,2013
Buffalo,New Orleans,10/27/2013,Terry McAulay,6,45,2,15,3,25,1,5,1,1,0,0,0,0,8,2013
New Orleans,Buffalo,10/27/2013,Terry McAulay,8,59,5,35,3,24,0,0,4,3,1,0,0,0,8,2013
N.Y. Giants,Philadelphia,10/27/2013,Carl Cheffers,11,92,6,44,4,43,1,5,7,5,1,1,1,0,8,2013
Philadelphia,N.Y. Giants,10/27/2013,Carl Cheffers,4,48,3,29,1,19,0,0,1,1,0,0,0,0,8,2013
Oakland,Pittsburgh,10/27/2013,John Parry,6,39,1,5,2,17,3,17,2,1,0,1,0,0,8,2013
Pittsburgh,Oakland,10/27/2013,John Parry,3,12,2,10,0,0,1,2,1,1,0,0,2,0,8,2013
Cincinnati,N.Y. Jets,10/27/2013,Pete Morelli,4,45,1,5,2,30,1,10,1,1,0,0,1,0,8,2013
N.Y. Jets,Cincinnati,10/27/2013,Pete Morelli,4,69,2,25,1,34,1,10,0,0,0,0,0,0,8,2013
Arizona,Atlanta,10/27/2013,Mike Carey,8,52,4,25,4,27,0,0,5,3,2,0,1,0,8,2013
Atlanta,Arizona,10/27/2013,Mike Carey,10,55,6,30,3,25,1,0,5,5,0,0,0,0,8,2013
Denver,Washington,10/27/2013,Ron Winter,6,57,1,10,3,35,2,12,1,0,0,1,2,0,8,2013
Washington,Denver,10/27/2013,Ron Winter,1,5,0,0,1,5,0,0,1,0,1,0,1,0,8,2013
Minnesota,Green Bay,10/27/2013,Scott Green,7,46,3,20,2,21,2,5,4,2,1,1,0,0,8,2013
Green Bay,Minnesota,10/27/2013,Scott Green,6,120,2,25,3,85,1,10,0,0,0,0,0,0,8,2013
St. Louis,Seattle,10/28/2013,Gene Steratore,8,53,4,25,3,18,1,10,4,3,1,0,3,0,8,2013
Seattle,St. Louis,10/28/2013,Gene Steratore,10,83,3,32,7,51,0,0,3,0,3,0,0,0,8,2013
Cincinnati,Miami,10/31/2013,Bill Leavy,3,63,1,10,1,38,1,15,0,0,0,0,1,0,9,2013
Miami,Cincinnati,10/31/2013,Bill Leavy,2,25,1,10,1,15,0,0,0,0,0,0,0,0,9,2013
Buffalo,Kansas City,11/03/2013,Ron Winter,6,48,3,16,2,24,1,8,2,2,0,0,0,0,9,2013
Kansas City,Buffalo,11/03/2013,Ron Winter,5,38,3,23,2,15,0,0,1,1,0,0,1,0,9,2013
Carolina,Atlanta,11/03/2013,Tony Corrente,2,15,2,15,0,0,0,0,1,1,0,0,0,0,9,2013
Atlanta,Carolina,11/03/2013,Tony Corrente,7,59,2,15,5,44,0,0,2,1,1,0,0,0,9,2013
Minnesota,Dallas,11/03/2013,Jeff Triplette,4,35,2,15,1,15,1,5,2,1,0,1,0,0,9,2013
Dallas,Minnesota,11/03/2013,Jeff Triplette,5,45,4,40,1,5,0,0,1,1,0,0,2,0,9,2013
N.Y. Jets,New Orleans,11/03/2013,Clete Blakeman,8,62,3,17,5,45,0,0,4,2,2,0,1,0,9,2013
New Orleans,N.Y. Jets,11/03/2013,Clete Blakeman,9,59,7,49,1,5,1,5,5,4,1,0,0,0,9,2013
St. Louis,Tennessee,11/03/2013,Pete Morelli,6,44,2,15,3,24,1,5,1,1,0,0,0,0,9,2013
Tennessee,St. Louis,11/03/2013,Pete Morelli,3,30,0,0,2,20,1,10,1,0,1,0,0,0,9,2013
San Diego,Washington,11/03/2013,Jerome Boger,7,63,3,20,3,33,1,10,3,2,1,0,1,0,9,2013
Washington,San Diego,11/03/2013,Jerome Boger,7,65,5,35,2,30,0,0,2,2,0,0,0,0,9,2013
Oakland,Philadelphia,11/03/2013,Ed Hochuli,8,70,4,37,0,0,4,33,2,2,0,0,3,0,9,2013
Philadelphia,Oakland,11/03/2013,Ed Hochuli,7,52,2,15,2,12,3,25,3,1,1,1,1,0,9,2013
Seattle,Tampa Bay,11/03/2013,Mike Carey,6,67,2,25,4,42,0,0,1,0,1,0,2,0,9,2013
Tampa Bay,Seattle,11/03/2013,Mike Carey,8,99,3,20,4,74,1,5,3,2,0,1,0,0,9,2013
Baltimore,Cleveland,11/03/2013,Scott Green,9,80,3,20,5,51,1,9,2,1,1,0,0,0,9,2013
Cleveland,Baltimore,11/03/2013,Scott Green,6,55,4,45,2,10,0,0,2,1,1,0,0,0,9,2013
New England,Pittsburgh,11/03/2013,Walt Coleman,3,30,2,20,0,0,1,10,1,1,0,0,0,0,9,2013
Pittsburgh,New England,11/03/2013,Walt Coleman,8,96,3,26,5,70,0,0,2,1,1,0,1,0,9,2013
Indianapolis,Houston,11/03/2013,Bill Vinovich,3,15,1,5,0,0,2,10,2,1,0,1,1,0,9,2013
Houston,Indianapolis,11/03/2013,Bill Vinovich,5,86,1,5,3,71,1,10,1,1,0,0,0,0,9,2013
Chicago,Green Bay,11/04/2013,Walt Anderson,4,45,2,15,2,30,0,0,1,1,0,0,0,0,9,2013
Green Bay,Chicago,11/04/2013,Walt Anderson,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,2013
Minnesota,Washington,11/07/2013,Ed Hochuli,1,7,0,0,1,7,0,0,0,0,0,0,1,0,10,2013
Washington,Minnesota,11/07/2013,Ed Hochuli,8,63,3,20,3,23,2,20,4,2,1,1,0,0,10,2013
Atlanta,Seattle,11/10/2013,Bill Vinovich,1,15,0,0,1,15,0,0,0,0,0,0,1,0,10,2013
Seattle,Atlanta,11/10/2013,Bill Vinovich,9,80,3,20,6,60,0,0,4,2,2,0,0,0,10,2013
Cincinnati,Baltimore,11/10/2013,Walt Coleman,9,134,2,16,6,112,1,6,1,1,0,0,1,0,10,2013
Baltimore,Cincinnati,11/10/2013,Walt Coleman,8,65,4,35,3,25,1,5,4,2,2,0,0,0,10,2013
Detroit,Chicago,11/10/2013,Bill Leavy,5,51,1,15,4,36,0,0,0,0,0,0,0,0,10,2013
Chicago,Detroit,11/10/2013,Bill Leavy,5,39,1,10,3,24,1,5,2,0,1,1,0,0,10,2013
Green Bay,Philadelphia,11/10/2013,Mike Carey,5,31,2,10,2,15,1,6,3,2,1,0,1,0,10,2013
Philadelphia,Green Bay,11/10/2013,Mike Carey,5,65,2,15,3,50,0,0,2,1,1,0,1,0,10,2013
St. Louis,Indianapolis,11/10/2013,Terry McAulay,8,46,1,5,6,26,1,15,6,1,5,0,1,0,10,2013
Indianapolis,St. Louis,11/10/2013,Terry McAulay,2,20,1,10,0,0,1,10,0,0,0,0,0,0,10,2013
